Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
5117,"2,466","2,466","61,784","54,333",0.83,"2,042","63,224","57,734",0.15,370,45,6,"2,466","64,361","56,628","2,466","2,556",890,0.07,162,"90,203","37,690",0.06,159,"64,590","15,191",0.83,"2,049","14,658","10,671","2,565","151,469","78,880"
5118,"11,450","11,450","59,050","51,117",0.79,"9,097","60,412","55,494",0.15,1684,799,-24,"11,450","61,477","53,097","11,450","2,368",728,0.09,998,"84,458","31,434",0.08,947,"59,462","14,235",0.79,"9,002","14,463","10,159","12,447","162,703","80,670"
5120,"1,767","1,767","56,380","49,174",0.71,"1,249","57,246","55,440",0.15,259,"3,612","2,160","1,767","58,738","51,924","1,767","2,309",510,0.1,168,"96,239","36,918",0.09,159,"76,606","19,657",0.79,"1,393","13,507","9,324","1,718","108,418","53,603"
5121,"1,284","1,284","51,653","48,144",0.78,997,"54,292","52,136",0.1,133,"3,794","1,602","1,284","53,596","50,050","1,284","1,837",500,0.08,104,"59,462","44,358",0.08,102,"37,563","17,261",0.77,990,"11,528","8,473","1,307","98,017","40,520"
5125,"12,332","12,332","64,312","55,502",0.82,"10,129","65,048","59,134",0.15,1880,-358,-323,"12,332","66,702","57,604","12,332","2,355",750,0.06,801,"95,979","34,934",0.06,760,"70,774","12,938",0.81,"9,963","16,396","11,709","13,321","186,424","103,447"
5126,"4,504","4,504","58,855","52,728",0.8,"3,610","60,718","57,424",0.11,510,809,412,"4,504","60,971","54,834","4,504","2,062",707,0.08,377,"74,415","35,727",0.08,355,"47,742","12,883",0.8,"3,609","13,947","10,482","5,009","157,062","88,344"
5127,"4,896","4,896","59,097","52,625",0.82,"4,025","61,203","56,866",0.15,731,48,-344,"4,896","61,448","55,292","4,896","2,317",746,0.07,341,"71,079","31,549",0.06,318,"45,391","10,398",0.79,"3,889","14,347","10,697","5,419","179,108","96,692"
5131,639,639,"66,084","49,100",0.71,451,"64,709","54,779",0.2,126,880,"1,144",639,"68,856","52,085",639,"2,738",580,0.1,61,"99,973","45,000",0.09,60,"66,289","29,472",0.76,484,"19,595","10,466",726,"232,999","113,465"
5132,286,286,"80,081","52,584",0.72,206,"67,532","57,062",0.23,65,971,-93,286,"83,150","57,059",286,"2,959",494,0.09,25,"128,724","52,441",0.08,24,"98,980","24,347",0.76,217,"27,130","12,670",323,"315,056","140,318"
5133,283,283,"64,149","53,141",0.67,189,"71,289","63,717",0.25,70,"1,485",617,283,"67,387","58,609",283,"3,183",910,0.11,32,"57,657","12,966",0.1,29,"33,462","9,266",0.74,209,"18,383","13,270",304,"237,488","154,467"
5134,271,271,"65,244","50,020",0.71,192,"67,727","56,676",0.15,41,"2,839","1,596",271,"68,151","52,343",271,"2,790",778,0.13,36,"100,196","33,968",0.11,31,"74,197","11,126",0.73,197,"20,067","13,502",294,"243,383","108,396"
5136,327,327,"71,797","53,472",0.69,227,"67,565","51,942",0.2,64,"2,416",906,327,"75,214","55,264",327,"3,358",550,0.16,52,"69,339","29,738",0.15,48,"30,923","15,558",0.74,242,"23,044","14,324",367,"268,103","123,752"
5137,372,372,"71,920","52,158",0.68,254,"66,292","56,428",0.23,86,"2,582","2,846",372,"77,218","54,829",372,"4,633",451,0.18,67,"87,290","26,232",0.16,60,"49,512","11,133",0.75,278,"22,615","13,096",406,"277,337","115,664"
5138,189,189,"56,751","45,039",0.69,130,"60,531","49,350",0.14,26,"2,496",245,189,"59,508","47,308",189,"2,520",442,0.15,28,"74,048","36,490",0.14,27,"30,101","11,734",0.76,144,"14,387","7,616",218,"213,752","81,538"
5139,156,156,"57,386","44,097",0.73,114,"60,588","49,454",0.08,13,553,905,156,"60,387","46,740",156,"3,001",484,0.17,27,"72,341","37,051",0.17,26,"50,576","18,810",0.73,114,"16,097","9,429",169,"242,888","89,653"
5140,282,282,"73,210","62,399",0.77,217,"73,683","70,024",0.19,53,"1,155",980,282,"76,099","65,870",282,"2,822",857,0.12,34,"132,230","30,180",0.11,32,"117,255","15,776",0.77,217,"21,230","17,323",306,"213,899","110,035"
5141,479,479,"74,210","53,980",0.76,363,"70,783","57,941",0.14,65,47,604,479,"78,173","57,077",479,"3,958",850,0.11,52,"86,800","31,882",0.11,51,"35,654","12,405",0.76,366,"22,857","12,565",532,"271,656","134,186"
5142,422,422,"72,067","51,098",0.66,277,"66,613","58,855",0.17,73,"2,140","1,428",422,"75,594","55,938",422,"3,169",799,0.12,50,"63,080","36,088",0.12,49,"33,610","16,525",0.78,328,"21,305","11,505",459,"261,627","138,061"
5144,237,237,"77,756","53,912",0.69,164,"69,504","56,216",0.19,44,"3,866","2,471",237,"81,400","56,873",237,"3,638",609,0.14,33,"146,651","26,647",0.14,32,"93,736","7,586",0.75,178,"25,674","15,576",287,"269,369","139,054"
5150,53,53,"86,035","49,390",0.62,33,"66,299","41,799",0.19,10,"-13,903",517,53,"89,544","51,003",53,"3,508",326,0.17,9,"214,787","100,347",0.17,9,"140,578","49,357",0.79,42,"28,708","9,333",53,"631,634","125,530"
5151,287,287,"110,381","61,019",0.73,209,"78,922","63,849",0.18,51,"4,601","2,698",287,"114,256","62,338",287,"3,732",732,0.16,45,"134,348","22,657",0.15,43,"65,106","11,182",0.83,237,"41,187","13,133",299,"244,030","109,997"
5152,"4,286","4,286","101,897","61,217",0.68,"2,894","80,448","63,219",0.19,799,845,316,"4,286","106,203","64,380","4,286","4,199",882,0.13,564,"119,583","39,732",0.12,524,"66,820","13,441",0.77,"3,293","38,676","16,874","4,598","322,403","144,727"
5153,"4,273","4,273","72,957","49,618",0.72,"3,091","65,354","53,084",0.16,692,"1,615",517,"4,273","76,398","52,398","4,273","3,249",679,0.14,592,"68,240","31,308",0.13,570,"41,056","15,351",0.76,"3,244","23,303","11,172","4,650","245,161","107,415"
5154,"2,247","2,247","91,968","60,072",0.69,"1,556","77,750","61,930",0.15,335,906,360,"2,247","96,121","63,603","2,247","4,004",823,0.12,269,"111,296","48,430",0.11,257,"56,773","14,264",0.76,"1,714","33,422","16,566","2,483","327,347","146,347"
5155,"2,457","2,457","66,329","55,101",0.76,"1,871","66,497","59,030",0.15,363,"1,384",228,"2,457","69,065","57,609","2,457","2,715",875,0.14,355,"67,364","33,622",0.14,339,"34,228","10,480",0.81,"1,988","17,500","12,012","2,776","208,125","102,157"
5156,641,641,"66,495","55,299",0.75,479,"68,552","60,820",0.16,103,"1,360",726,641,"69,082","58,403",641,"2,466",837,0.12,77,"121,850","36,855",0.11,73,"86,743","11,706",0.79,507,"18,067","11,761",711,"205,267","109,812"
5157,"1,976","1,976","67,302","49,172",0.7,"1,391","63,577","52,333",0.17,330,"2,842",750,"1,976","70,570","51,296","1,976","3,048",684,0.11,225,"72,680","32,694",0.11,215,"47,327","15,621",0.76,"1,503","19,839","10,183","2,135","245,255","119,834"
5158,"15,719","15,719","59,037","52,459",0.81,"12,796","61,004","56,412",0.13,2001,451,266,"15,719","61,342","54,474","15,719","2,272",787,0.09,"1,408","67,309","33,110",0.09,"1,343","40,421","11,632",0.81,"12,659","13,983","10,195","17,181","155,695","86,381"
5159,"20,854","20,854","59,524","51,121",0.79,"16,403","61,355","55,633",0.13,2770,"1,143",504,"20,854","61,789","53,184","20,854","2,243",701,0.09,"1,793","66,847","33,149",0.08,"1,716","40,422","11,344",0.78,"16,317","14,911","10,219","22,672","177,287","93,868"
5160,126,126,"67,747","48,213",0.57,72,"66,028","56,504",0.18,23,"4,944","3,601",126,"72,336","53,812",126,"4,200",694,0.21,27,"163,838","83,468",0.17,22,"164,277","97,994",0.75,95,"20,589","10,794",129,"189,813","80,477"
5161,"5,787","5,787","52,412","48,333",0.81,"4,706","54,766","51,970",0.1,564,"1,018",408,"5,787","54,281","49,888","5,787","1,852",620,0.09,494,"56,389","34,158",0.08,463,"33,632","12,191",0.79,"4,574","11,225","8,301","6,515","121,141","70,979"
5162,"19,830","19,830","51,704","47,268",0.82,"16,168","53,626","50,976",0.09,1843,175,33,"19,830","53,595","48,863","19,830","1,867",607,0.08,"1,624","61,094","29,079",0.08,"1,551","39,506","10,984",0.78,"15,548","11,019","7,998","22,003","116,769","64,665"
5163,"7,627","7,627","50,118","45,744",0.8,"6,095","50,730","48,762",0.09,705,682,161,"7,627","52,019","47,347","7,627","1,861",595,0.09,671,"79,445","31,236",0.08,647,"57,464","13,165",0.77,"5,855","10,625","7,486","8,495","109,017","54,596"
5164,"2,162","2,162","44,291","41,698",0.79,"1,708","45,346","43,889",0.05,111,-14,-77,"2,162","45,696","42,981","2,162","1,390",384,0.07,161,"59,178","25,523",0.07,157,"37,446","8,154",0.73,"1,578","8,444","6,044","2,528","78,351","38,888"
5165,"3,285","3,285","51,415","44,939",0.79,"2,601","52,296","47,912",0.12,378,"1,418",798,"3,285","53,260","46,882","3,285","1,838",609,0.1,329,"63,086","30,391",0.09,309,"42,694","13,223",0.77,"2,543","10,999","7,344","3,636","101,919","47,045"
5166,946,946,"50,467","45,082",0.78,736,"50,639","49,428",0.08,76,"1,386",593,946,"52,269","46,498",946,"1,802",574,0.1,93,"70,704","34,582",0.09,89,"41,590","13,298",0.77,727,"10,836","7,580","1,105","110,674","59,154"
5167,"3,756","3,756","58,982","49,349",0.79,"2,985","57,787","51,954",0.15,549,"1,937",675,"3,756","61,251","51,095","3,756","2,258",774,0.1,388,"75,373","36,340",0.1,374,"47,825","14,946",0.79,"2,986","14,323","9,127","4,184","150,295","78,314"
5168,"3,149","3,149","52,217","47,194",0.81,"2,540","53,661","50,542",0.1,327,338,32,"3,149","54,190","48,807","3,149","1,963",630,0.08,264,"64,630","38,436",0.08,252,"38,561","15,710",0.79,"2,480","11,087","7,950","3,387","112,055","59,399"
5169,"11,410","11,410","55,563","49,734",0.83,"9,443","57,085","52,999",0.11,1209,-183,-221,"11,410","57,677","51,615","11,410","2,071",745,0.09,"1,034","67,725","31,752",0.09,"1,010","41,071","12,006",0.8,"9,165","12,422","8,837","12,165","114,638","62,690"
5170,716,716,"52,123","45,809",0.75,536,"54,450","49,913",0.13,92,"2,820","2,165",716,"54,374","47,869",716,"2,146",622,0.14,98,"82,102","31,834",0.13,93,"62,245","12,985",0.76,546,"11,885","7,794",794,"144,447","71,243"
5171,"3,826","3,826","60,007","47,271",0.69,"2,651","59,979","51,912",0.17,639,"1,206",420,"3,826","62,937","49,870","3,826","2,725",599,0.12,459,"78,673","32,942",0.11,426,"52,287","14,286",0.75,"2,863","16,201","9,945","4,071","214,441","102,195"
5172,"2,702","2,702","60,366","46,309",0.68,"1,833","60,811","51,083",0.19,517,"1,827","1,052","2,702","63,335","48,990","2,702","2,735",562,0.12,327,"88,993","38,500",0.11,309,"62,778","18,270",0.74,"2,007","16,712","9,709","2,921","220,336","100,898"
5173,"7,250","7,250","51,532","44,884",0.76,"5,497","53,152","48,421",0.11,822,"1,255",707,"7,250","53,760","46,412","7,250","2,180",570,0.12,859,"75,604","33,825",0.11,822,"50,794","11,962",0.75,"5,463","11,665","7,747","7,764","119,181","58,999"
5174,"1,674","1,674","54,303","47,880",0.77,"1,297","56,215","50,794",0.11,176,"1,029",-191,"1,674","56,563","49,760","1,674","2,167",686,0.13,210,"54,279","34,131",0.12,202,"29,439","10,786",0.79,"1,325","12,080","8,322","1,840","123,272","62,168"
5201,"1,468","1,468","58,731","50,794",0.75,"1,094","60,746","53,180",0.15,222,"2,561",373,"1,468","61,742","53,186","1,468","2,813",724,0.13,194,"85,163","36,099",0.13,188,"64,084","22,402",0.8,"1,170","14,214","9,429","1,548","176,364","80,103"
5202,583,583,"55,586","44,815",0.72,418,"54,726","47,326",0.14,79,"1,374",608,583,"57,984","46,561",583,"1,942",430,0.12,71,"84,787","44,634",0.12,69,"58,418","16,982",0.75,436,"14,643","7,794",647,"131,443","64,284"
5203,722,722,"45,563","37,462",0.61,438,"47,998","42,113",0.14,99,"2,699",859,722,"48,365","40,216",722,"2,482",290,0.14,102,"63,702","32,458",0.13,94,"47,523","12,930",0.64,463,"11,626","7,050",765,"166,229","71,262"
5204,"1,709","1,709","48,417","37,769",0.6,"1,025","50,596","42,550",0.14,241,"2,477","2,137","1,709","51,222","39,428","1,709","2,527",300,0.13,220,"83,909","34,371",0.12,206,"63,183","15,214",0.64,"1,088","13,488","6,203","1,879","203,671","90,801"
5210,"1,200","1,200","54,839","46,486",0.72,870,"56,884","51,601",0.16,197,"3,085","1,349","1,200","57,270","48,846","1,200","2,214",584,0.14,168,"140,834","33,921",0.13,156,"130,611","18,037",0.76,907,"13,576","8,261","1,242","141,105","80,009"
5211,"8,623","8,623","48,126","38,272",0.59,"5,107","49,712","42,210",0.13,1112,"3,062","1,431","8,623","50,893","40,434","8,623","2,500",350,0.12,"1,020","86,641","35,552",0.11,963,"62,076","12,963",0.65,"5,636","12,633","6,335","9,267","201,280","83,250"
5212,"1,194","1,194","47,205","37,680",0.54,643,"52,576","45,322",0.15,176,"3,112","1,758","1,194","50,012","40,650","1,194","2,587",352,0.14,166,"99,028","34,226",0.13,156,"72,951","14,372",0.63,756,"12,743","6,532","1,315","239,478","95,733"
5213,807,807,"53,622","42,688",0.65,521,"53,341","45,635",0.19,156,"1,839","1,109",807,"56,423","45,522",807,"2,534",430,0.15,121,"73,953","42,630",0.15,119,"43,969","20,019",0.71,575,"14,089","7,850",880,"233,614","96,169"
5214,"4,642","4,642","46,593","37,412",0.58,"2,710","49,420","42,056",0.13,617,"3,260","1,846","4,642","48,722","39,038","4,642","1,978",325,0.12,543,"74,154","27,900",0.11,515,"53,647","10,532",0.64,"2,979","12,036","6,313","5,158","195,209","90,461"
5220,238,238,"48,038","44,352",0.61,144,"45,227","42,683",0.15,35,"2,979","2,791",238,"53,729","47,621",238,"3,593",404,0.17,41,"103,465","32,315",0.16,39,"100,824","23,422",0.75,178,"11,534","8,322",241,"115,944","55,105"
5221,187,187,"46,667","37,120",0.59,111,"44,926","36,829",0.18,34,"4,712","3,530",187,"49,803","38,533",187,"3,048",429,0.13,24,"82,607","12,594",0.11,20,"84,024","11,004",0.67,126,"11,839","5,768",194,"158,358","67,971"
5222,434,434,"52,588","39,529",0.65,282,"45,477","37,364",0.18,79,"3,673","3,623",434,"56,285","41,600",434,"3,684",438,0.14,61,"65,016","25,960",0.14,59,"49,069","10,439",0.7,304,"13,213","6,328",462,"176,066","59,911"
5223,"2,193","2,193","49,463","40,878",0.66,"1,447","46,465","41,177",0.16,345,"3,953","2,077","2,193","52,467","42,759","2,193","2,307",310,0.18,396,"102,568","36,230",0.18,385,"84,867","17,765",0.71,"1,561","12,879","6,858","2,360","148,216","60,355"
5231,762,762,"73,378","52,958",0.77,587,"64,634","56,609",0.15,114,763,716,762,"76,255","54,780",762,"2,728",653,0.1,80,"71,811","29,293",0.1,77,"51,642","10,329",0.77,590,"23,376","11,406",862,"191,987","109,135"
5232,277,277,"66,634","48,081",0.71,198,"69,031","54,800",0.17,46,"4,017","2,000",277,"69,714","52,215",277,"2,793",515,0.11,30,"48,049","33,430",0.1,29,"15,226","14,813",0.76,210,"19,537","9,868",309,"234,090","131,321"
5233,937,937,"64,551","50,803",0.75,699,"59,313","52,451",0.17,157,"2,568",987,937,"67,897","52,913",937,"2,963",665,0.12,109,"80,270","30,998",0.12,109,"53,048","15,391",0.77,725,"18,455","10,549","1,029","188,515","94,857"
5234,893,893,"57,762","48,730",0.76,679,"60,091","53,638",0.14,128,"2,793","1,738",893,"60,098","50,492",893,"2,235",635,0.1,89,"78,880","40,208",0.1,91,"48,883","22,053",0.77,684,"15,040","10,313",960,"185,618","90,897"
5235,"1,491","1,491","52,490","44,323",0.7,"1,038","54,966","50,216",0.13,193,"2,360",812,"1,491","55,695","46,525","1,491","2,577",454,0.14,205,"63,632","31,441",0.13,197,"44,097","17,441",0.72,"1,070","13,628","8,622","1,671","161,594","82,362"
5236,173,173,"54,579","42,639",0.8,139,"59,879","48,962",0.07,12,-38,94,173,"56,254","45,332",173,"1,543",638,0.12,21,"62,172","60,912",0.13,22,"36,264","7,703",0.78,135,"13,122","5,959",183,"112,130","53,518"
5237,222,222,"41,065","38,720",0.7,156,"46,668","44,895",0.13,29,"-1,594",-996,222,"43,537","40,773",222,"1,871",246,0.13,29,"113,821","48,161",0.12,27,"115,595","48,880",0.68,152,"9,607","7,184",245,"108,473","51,737"
5238,"2,183","2,183","44,579","37,764",0.67,"1,468","47,511","42,676",0.13,293,"2,992","1,819","2,183","47,049","39,511","2,183","2,091",304,0.1,219,"67,692","29,863",0.09,207,"51,798","17,280",0.66,"1,441","10,757","6,593","2,407","141,485","74,661"
5240,367,367,"53,181","40,976",0.68,249,"57,906","52,087",0.19,68,"2,388","2,606",367,"56,074","44,077",367,"2,311",468,0.14,53,"62,506","24,830",0.14,52,"37,128","16,198",0.68,251,"15,642","9,468",392,"226,629","100,200"
5241,"1,529","1,529","60,247","49,583",0.78,"1,189","58,911","53,353",0.1,151,"2,189",815,"1,529","62,584","51,509","1,529","2,304",640,0.11,165,"68,413","31,979",0.1,158,"42,300","13,538",0.79,"1,204","15,608","9,324","1,670","146,922","82,982"
5242,"1,063","1,063","76,094","54,887",0.74,783,"65,801","57,621",0.14,149,"1,896",160,"1,063","79,104","57,621","1,063","2,902",704,0.11,119,"69,284","27,816",0.11,119,"41,878","13,541",0.77,815,"25,055","12,344","1,179","237,272","108,063"
5243,616,616,"71,286","50,772",0.67,413,"66,465","51,392",0.19,118,"2,301","1,373",616,"76,076","54,638",616,"4,450",775,0.12,72,"66,934","31,162",0.11,70,"49,208","16,250",0.75,464,"22,245","11,926",677,"301,495","111,158"
5244,"2,697","2,697","63,637","47,840",0.73,"1,965","61,685","53,308",0.12,330,"2,031",44,"2,697","66,486","50,057","2,697","2,454",638,0.12,324,"75,912","30,298",0.12,314,"57,578","18,190",0.75,"2,031","19,373","9,889","2,903","207,993","91,682"
5245,"2,047","2,047","70,287","47,939",0.67,"1,366","66,885","54,618",0.15,307,"2,179","1,340","2,047","73,726","51,694","2,047","3,311",527,0.12,237,"99,092","33,383",0.11,221,"67,460","16,099",0.73,"1,502","22,893","11,431","2,135","263,501","120,666"
5250,"2,367","2,367","67,716","53,459",0.78,"1,837","65,125","55,852",0.13,307,930,76,"2,367","70,610","56,007","2,367","2,761",697,0.1,246,"96,492","28,394",0.1,230,"73,053","11,784",0.8,"1,890","18,645","11,447","2,523","193,146","103,645"
5251,"11,424","11,424","59,295","50,777",0.8,"9,115","60,250","53,995",0.11,1243,"1,041",0,"11,424","61,615","52,556","11,424","2,213",640,0.09,"1,082","67,618","29,112",0.09,"1,035","44,029","11,484",0.79,"8,976","14,725","9,672","11,959","145,145","67,829"
5252,"4,124","4,124","58,011","50,342",0.81,"3,358","59,232","53,504",0.11,461,"1,262",420,"4,124","60,312","52,389","4,124","2,266",728,0.1,427,"57,296","28,940",0.1,409,"36,147","12,613",0.8,"3,319","13,544","9,365","4,423","135,037","76,276"
5253,"10,036","10,036","47,162","43,006",0.76,"7,620","48,407","46,292",0.1,973,"1,328",931,"10,036","49,381","44,889","10,036","2,112",485,0.08,792,"86,902","34,620",0.08,757,"66,934","13,057",0.73,"7,317","10,259","6,965","11,142","114,822","47,074"
5254,"1,418","1,418","50,245","42,612",0.74,"1,046","51,653","46,747",0.12,175,"3,905",896,"1,418","52,563","44,841","1,418","2,063",470,0.12,165,"77,407","31,411",0.11,158,"58,943","19,184",0.71,"1,008","12,724","8,167","1,481","126,391","68,503"
5255,"5,828","5,828","53,666","45,002",0.73,"4,229","55,398","49,180",0.14,793,"1,777",738,"5,828","56,147","46,836","5,828","2,298",492,0.1,575,"86,522","38,120",0.09,552,"67,433","21,730",0.74,"4,295","13,536","8,499","6,282","164,852","79,082"
5256,724,724,"44,171","38,493",0.71,513,"47,243","43,844",0.12,84,"2,141","1,394",724,"46,784","40,084",724,"2,185",360,0.13,91,"61,839","31,863",0.12,85,"47,798","13,360",0.68,494,"10,082","6,952",845,"125,439","69,141"
5259,562,562,"44,772","40,668",0.69,390,"47,911","45,646",0.1,55,"1,165",36,562,"47,015","42,614",562,"1,877",264,0.09,50,"87,510","29,452",0.08,47,"75,658","22,244",0.71,397,"10,022","6,136",619,"123,780","51,102"
5260,920,920,"52,617","41,386",0.74,682,"46,981","43,887",0.09,85,"2,950","1,767",920,"54,657","42,868",920,"1,910",352,0.09,82,"105,319","22,434",0.08,78,"86,358","12,901",0.69,636,"14,267","7,171","1,002","120,240","53,497"
5261,242,242,"50,560","41,631",0.54,131,"45,873","39,876",0.13,32,"2,997","1,702",242,"58,185","49,207",242,"5,344",300,0.08,20,"191,105","56,432",0.07,18,"192,987","72,668",0.68,164,"15,431","9,490",241,"161,296","63,072"
5262,310,310,"60,584","49,239",0.62,191,"48,074","47,231",0.14,44,"1,122",444,310,"65,294","52,560",310,"3,186",338,0.1,30,"173,908","122,460",0.09,28,"165,476","91,241",0.75,233,"17,373","9,289",304,"157,840","62,019"
